FACID,NAME,ADDRESS,CITY,COUNTY,ZIP,TYPE,CAPACITY,LATITUDE,LONGITUDE,LOCATION
080001559,Lakeview Home,9472 Loren Dr,La Mesa,SAN DIEGO,91942,Congregate Living Health Facility,6,32.780569,-116.993169,"(32.780569, -116.993169)"
080001563,Ray M Dickinson Wellness Center,425 N Date St,Escondido,SAN DIEGO,92025,Community Clinic,0,33.129152,-117.07162,"(33.129152, -117.07162)"
080001564,Pregnancy Resource Center,1830 Hacienda Dr,Vista,SAN DIEGO,92081,Community Clinic,0,33.186651,-117.280064,"(33.186651, -117.280064)"
080001565,Santa Barbara Artificial Kidney Center,1704 State St,Santa Barbara,SANTA BARBARA,93101,Chronic Dialysis Clinic,38,34.428512,-119.711374,"(34.428512, -119.711374)"
080001566,Conejo Valley Renal Center,227 W Janss Rd,Thousand Oaks,VENTURA,91360,Chronic Dialysis Clinic,16,34.20597,-118.884233,"(34.20597, -118.884233)"
080001567,Simi Valley Dialysis,2950 Sycamore Dr,Simi Valley,VENTURA,93065,Chronic Dialysis Clinic,15,34.289291,-118.743918,"(34.289291, -118.743918)"
080001568,Santa Barbara Community Dialysis Center,222 Pesetas Ln,Santa Barbara,SANTA BARBARA,93110,Chronic Dialysis Clinic,14,34.443516,-119.758389,"(34.443516, -119.758389)"
080001570,Dialysis Centers - Ventura County,4567 Telephone Rd,Ventura,VENTURA,93003,Chronic Dialysis Clinic,27,34.255982,-119.235029,"(34.255982, -119.235029)"
080001571,Camarillo Dialysis Center,3801 Las Posas Rd,Camarillo,VENTURA,93010,Chronic Dialysis Clinic,15,34.241368,-119.01932,"(34.241368, -119.01932)"
080001576,BMA Oxnard,1801 Holser Walk,Oxnard,VENTURA,93036,Chronic Dialysis Clinic,21,34.220203,-119.157174,"(34.220203, -119.157174)"
080001577,Santa Paula Dialysis,253 March St,Santa Paula,VENTURA,93060,Chronic Dialysis Clinic,10,34.349295,-119.078123,"(34.349295, -119.078123)"
080001578,San Luis Obispo Dialysis,1043 Marsh St,San Luis Obispo,SAN LUIS OBISPO,93401,Chronic Dialysis Clinic,20,35.280864,-120.659283,"(35.280864, -120.659283)"
080001579,BMAa Santa Paula,242 E Harvard Blvd,Santa Paula,VENTURA,93060,Chronic Dialysis Clinic,16,34.347268,-119.068767,"(34.347268, -119.068767)"
080001580,Lompoc Artificial Kidney Center,127 W Pine Ave,Lompoc,SANTA BARBARA,93436,Chronic Dialysis Clinic,20,34.650356,-120.472733,"(34.650356, -120.472733)"
080001581,Fmc Dialysis Services - Channel Islands,2679 Saviers Rd,Oxnard,VENTURA,93033,Chronic Dialysis Clinic,20,34.175052,-119.17766,"(34.175052, -119.17766)"
080001583,Central Coast Kidney Disease Center,2263 S Depot St,Santa Maria,SANTA BARBARA,93455,Chronic Dialysis Clinic,42,34.917318,-120.443581,"(34.917318, -120.443581)"
080001584,RAI - Newhope - Fountain Valley,17197 Newhope St,Fountain Valley,ORANGE,92708,Chronic Dialysis Clinic,24,33.714836,-117.928444,"(33.714836, -117.928444)"
080001585,Mission Viejo Dialysis,27640 Marguerite Pkwy,Mission Viejo,ORANGE,92692,Chronic Dialysis Clinic,20,33.562127,-117.658266,"(33.562127, -117.658266)"
080001586,Brea Dialysis Center,595 Tamarack Ave,Brea,ORANGE,92821,Chronic Dialysis Clinic,21,33.927886,-117.900149,"(33.927886, -117.900149)"
080001587,La Palma Dialysis Center,5451 La Palma Ave,La Palma,ORANGE,90623,Chronic Dialysis Clinic,12,33.846427,-118.038384,"(33.846427, -118.038384)"
080001588,San Juan Capistrano South Dialysis,31736 Rancho Viejo Rd,San Juan Capistrano,ORANGE,92675,Chronic Dialysis Clinic,18,33.50181,-117.653543,"(33.50181, -117.653543)"
080001589,Mainplace Dialysis Center,972 W Town And Country Rd,Orange,ORANGE,92868,Chronic Dialysis Clinic,21,33.776525,-117.860961,"(33.776525, -117.860961)"
080001590,Fullerton Dialysis,238 Orangefair Mall,Fullerton,ORANGE,92832,Chronic Dialysis Clinic,25,33.856334,-117.923458,"(33.856334, -117.923458)"
080001591,Los Alamitos Hemodialysis Center,3810 Katella Ave,Los Alamitos,ORANGE,90720,Chronic Dialysis Clinic,32,33.80299,-118.066691,"(33.80299, -118.066691)"
080001593,RAI - Garden Grove Boulevard - Garden Grove,12555 Garden Grove Blvd,Garden Grove,ORANGE,92843,Chronic Dialysis Clinic,13,33.774498,-117.914012,"(33.774498, -117.914012)"
080001594,Huntington Beach Dialysis,16892 Bolsa Chica St,Huntington Beach,ORANGE,92649,Chronic Dialysis Clinic,10,33.716513,-118.041303,"(33.716513, -118.041303)"
080001596,Anaheim Dialysis,1107 W La Palma Ave,Anaheim,ORANGE,92801,Chronic Dialysis Clinic,25,33.847172,-117.933528,"(33.847172, -117.933528)"
080001597,Santa Ana Dialysis Center,1820 E Deere Ave,Santa Ana,ORANGE,92705,Chronic Dialysis Clinic,26,33.706012,-117.850551,"(33.706012, -117.850551)"
080001598,Newport Beach Dialysis,"3333 W. PACIFIC COAST HWY, STE. 101",NEWPORT BEACH,ORANGE,92663,Chronic Dialysis Clinic,16,33.621157,-117.926943,"(33.621157, -117.926943)"
080001599,Westminster South Dialysis,14014 Magnolia St,Westminster,ORANGE,92683,Chronic Dialysis Clinic,23,33.758438,-117.97237,"(33.758438, -117.97237)"
080001600,RAI - Hospital Circle - Westminster,290 Hospital Cir,Westminster,ORANGE,92683,Chronic Dialysis Clinic,16,33.762358,-117.995675,"(33.762358, -117.995675)"
080001601,Saddleback Dialysis,23141 Plaza Pointe Dr,Laguna Hills,ORANGE,92653,Chronic Dialysis Clinic,25,33.62614,-117.722323,"(33.62614, -117.722323)"
080001602,Fmc Dialysis Services - South Orange County,2020 E 1st St,Santa Ana,ORANGE,92705,Chronic Dialysis Clinic,26,33.744535,-117.837087,"(33.744535, -117.837087)"
080001603,Fmc Dialysis Services - North Orange County,511 N Brookhurst St,Anaheim,ORANGE,92801,Chronic Dialysis Clinic,17,33.839115,-117.959065,"(33.839115, -117.959065)"
080001608,San Diego Dialysis Services,3960 3rd Ave,San Diego,SAN DIEGO,92103,Chronic Dialysis Clinic,20,32.749398,-117.162789,"(32.749398, -117.162789)"
080001609,San Diego Dialysis Services,303 W 26th St,National City,SAN DIEGO,91950,Chronic Dialysis Clinic,22,32.658827,-117.104373,"(32.658827, -117.104373)"
080001611,San Diego Dialysis Services,2252 Verus St,San Diego,SAN DIEGO,92154,Chronic Dialysis Clinic,30,32.594229,-117.086606,"(32.594229, -117.086606)"
080001613,San Diego Dialysis Services,720 Gateway Center Dr,San Diego,SAN DIEGO,92102,Chronic Dialysis Clinic,24,32.713791,-117.114266,"(32.713791, -117.114266)"
080001614,El Centro Desert Valley Dialysis Center,110 S 5th St,El Centro,IMPERIAL,92243,Chronic Dialysis Clinic,20,32.792647,-115.554745,"(32.792647, -115.554745)"
080001615,Fresenius Medical Care - Marina Bay,630 Bay Blvd,Chula Vista,SAN DIEGO,91910,Chronic Dialysis Clinic,31,32.624504,-117.094784,"(32.624504, -117.094784)"
080001616,Fresenius Medical Care - Imperial County,200 Wake Ave,El Centro,IMPERIAL,92243,Chronic Dialysis Clinic,36,32.771207,-115.546008,"(32.771207, -115.546008)"
080001617,San Diego South Dialysis,995 Gateway Center Way,San Diego,SAN DIEGO,92102,Chronic Dialysis Clinic,17,32.714068,-117.11585,"(32.714068, -117.11585)"
080001619,BMA Calexico,408 E 3rd St,Calexico,IMPERIAL,92231,Chronic Dialysis Clinic,18,32.667719,-115.492841,"(32.667719, -115.492841)"
080001620,RAI - Broadway - Chula Vista,1181 Broadway,Chula Vista,SAN DIEGO,91911,Chronic Dialysis Clinic,30,32.607556,-117.080211,"(32.607556, -117.080211)"
080001621,UCSD Dialysis Clinic,200 W Arbor Dr,San Diego,SAN DIEGO,92103,Chronic Dialysis Clinic,18,32.75374,-117.166091,"(32.75374, -117.166091)"
080001622,San Ysidro Dialysis Center,3010 Del Sol Blvd,San Diego,SAN DIEGO,92154,Chronic Dialysis Clinic,20,32.573584,-117.068431,"(32.573584, -117.068431)"
080001623,San Ysidro Dialysis,1445 30th St,San Diego,SAN DIEGO,92154,Chronic Dialysis Clinic,16,32.571107,-117.067188,"(32.571107, -117.067188)"
080001624,Hospice Care Of California,377 E Chapman Ave,Placentia,ORANGE,92870,Hospice,0,33.871197,-117.863555,"(33.871197, -117.863555)"
080001627,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,220 Commerce,Irvine,ORANGE,92602,Hospice,0,33.717483,-117.786081,"(33.717483, -117.786081)"
080001629,Heartland Home Health Care & Hospice,725 W Town and Country Rd,Orange,ORANGE,92868,Hospice,0,33.776691,-117.860349,"(33.776691, -117.860349)"
080001637,Community Hospice - Victor Valley,16147 Kamana Rd,Apple Valley,SAN BERNARDINO,92307,Hospice,0,34.544749,-117.269286,"(34.544749, -117.269286)"
080001639,Vitas Healthcare Corporation Of California,1845 Business Cntr Dr,San Bernardino,SAN BERNARDINO,92408,Hospice,0,34.069138,-117.281418,"(34.069138, -117.281418)"
080001640,Odyssey Hospice,71777 San Jacinto Dr,Rancho Mirage,RIVERSIDE,92270,Hospice,0,33.743943,-116.412384,"(33.743943, -116.412384)"
080001643,Hi-desert Home Health Services - Hospice,63484 CHICKASAW,Joshua Tree,SAN BERNARDINO,92252,Hospice,0,34.130517,-116.288762,"(34.130517, -116.288762)"
080001650,Inland Valley Hospice,3770 Myers St,Riverside,RIVERSIDE,92503,Hospice,0,33.917826,-117.449837,"(33.917826, -117.449837)"
080001653,Hospice Of The Valleys,25240 Hancock Ave,Murrieta,RIVERSIDE,92562,Hospice,0,33.562191,-117.183122,"(33.562191, -117.183122)"
080001656,Odyssey Hospice,225 W Hospitality Ln,San Bernardino,SAN BERNARDINO,92408,Hospice,0,34.065804,-117.288257,"(34.065804, -117.288257)"
080001660,La Mesa Rehabilitation,8380 Center Dr,La Mesa,SAN DIEGO,91942,Rehabilitation Clinic,0,32.775377,-117.016346,"(32.775377, -117.016346)"
080001672,Companion Hospice,2041 W Orangewood Ave,Orange,ORANGE,92868,Hospice,0,33.795798,-117.874621,"(33.795798, -117.874621)"
080001673,Seasons Hospice & Palliative Care Ofcalifornia - Orange,750 The City Dr S,Orange,ORANGE,92868,Hospice,0,33.776067,-117.890223,"(33.776067, -117.890223)"
080001688,Thousand Oaks Dialysis,375 Rolling Oaks Dr,Thousand Oaks,VENTURA,91361,Chronic Dialysis Clinic,15,34.174331,-118.870497,"(34.174331, -118.870497)"
080001689,Vista Community Clinic - Horne Street,517 N Horne St,Oceanside,SAN DIEGO,92054,Community Clinic,0,33.201283,-117.378436,"(33.201283, -117.378436)"
080001690,MGV Health Systems,8765 Aero Dr,San Diego,SAN DIEGO,92123,Home Health Agency,0,32.809652,-117.139407,"(32.809652, -117.139407)"
080001692,Vi At La Jolla Village,4171 Las Palmas Sq,San Diego,SAN DIEGO,92122,Skilled Nursing Facility,60,32.868803,-117.215887,"(32.868803, -117.215887)"
080001695,Together We Grow,3805 Mission Ave,Oceanside,SAN DIEGO,92058,Pediatric Day Health & Respite Care Facility,25,33.225825,-117.330907,"(33.225825, -117.330907)"
080001697,Lorian Health,9325 Sky Park Ct,San Diego,SAN DIEGO,92123,Home Health Agency,0,32.816122,-117.125048,"(32.816122, -117.125048)"
080001699,San Diego East Dialysis,292 Euclid Ave,San Diego,SAN DIEGO,92114,Chronic Dialysis Clinic,21,32.707282,-117.085129,"(32.707282, -117.085129)"
080001701,Planned Parenthood - Mission Bay Clinic,4501 Mission Bay Dr,San Diego,SAN DIEGO,92109,Community Clinic,0,32.803142,-117.21662,"(32.803142, -117.21662)"
080001705,Nchs-mission Mesa Dental,2216 S El Camino Real,Oceanside,SAN DIEGO,92054,Community Clinic,0,33.18578,-117.328186,"(33.18578, -117.328186)"
080001707,All American Hospice,600 N Mountain Ave,Upland,SAN BERNARDINO,91786,Hospice,0,34.101033,-117.670071,"(34.101033, -117.670071)"
080001708,Montecatini,2524 La Costa Ave,Carlsbad,SAN DIEGO,92009,Congregate Living Health Facility,6,33.086974,-117.254146,"(33.086974, -117.254146)"
080001711,Fmc Dialysis Services - College,4660 El Cajon Blvd,San Diego,SAN DIEGO,92115,Chronic Dialysis Clinic,12,32.755933,-117.09357,"(32.755933, -117.09357)"
080001712,Fmc Dialysis Services - Paradise,6919 Paradise Valley Rd,San Diego,SAN DIEGO,92139,Chronic Dialysis Clinic,20,32.689696,-117.044357,"(32.689696, -117.044357)"
080001714,Woolcot Family Clinic,"655 PALM CANYON DRIVE, SUITE C",BORREGO SPRINGS,SAN DIEGO,92004,Community Clinic,0,33.256539,-116.37699,"(33.256539, -116.37699)"
080001716,Maxim Healthcare Services,2111 Palomar Airport Rd,Carlsbad,SAN DIEGO,92011,Home Health Agency,0,33.124479,-117.276629,"(33.124479, -117.276629)"
080001721,RAI - East First Street - Tustin,535 E 1st St,Tustin,ORANGE,92780,Chronic Dialysis Clinic,25,33.74581,-117.818374,"(33.74581, -117.818374)"
080001722,RAI - Laguna Canyon - Irvine,16255 Laguna Canyon Rd,Irvine,ORANGE,92618,Chronic Dialysis Clinic,25,33.659243,-117.768239,"(33.659243, -117.768239)"
080001723,Tustin Dialysis,2090 N Tustin Ave,Santa Ana,ORANGE,92705,Chronic Dialysis Clinic,25,33.764319,-117.835794,"(33.764319, -117.835794)"
080001727,Hospice Touch,3401 W Sunflower Ave,Santa Ana,ORANGE,92704,Hospice,0,33.695746,-117.914527,"(33.695746, -117.914527)"
080001728,Best Care Health Systems,3914 Murphy Canyon Rd,San Diego,SAN DIEGO,92123,Home Health Agency,0,32.815618,-117.116594,"(32.815618, -117.116594)"
080001730,American Health Services Of San Diego,2535 Camino Del Rio S,San Diego,SAN DIEGO,92108,Home Health Agency,0,32.769624,-117.136417,"(32.769624, -117.136417)"
080001731,Lightbridge Hospice,6155 Cornerstone Ct E,San Diego,SAN DIEGO,92121,Hospice,0,32.895772,-117.188136,"(32.895772, -117.188136)"
080001733,College Dialysis,6535 University Ave,San Diego,SAN DIEGO,92115,Chronic Dialysis Clinic,20,32.755303,-117.055048,"(32.755303, -117.055048)"
080001734,Carmel Mountain Dialysis,9850 Carmel Mountain Rd,San Diego,SAN DIEGO,92129,Chronic Dialysis Clinic,16,32.96009,-117.115064,"(32.96009, -117.115064)"
080001735,Fmcna Dialysis Services - Rancho,11031 Via Frontera,San Diego,SAN DIEGO,92127,Chronic Dialysis Clinic,16,33.01234,-117.092892,"(33.01234, -117.092892)"
080001737,Costa Mesa Dialysis,1590 Scenic Ave,Costa Mesa,ORANGE,92626,Chronic Dialysis Clinic,24,33.699362,-117.925262,"(33.699362, -117.925262)"
080001738,Vista Community Clinic,4700 N River Rd,Oceanside,SAN DIEGO,92057,Community Clinic,0,33.245504,-117.308616,"(33.245504, -117.308616)"
080001739,Sharp Home Infusion Services,3558 Ruffin Rd,San Diego,SAN DIEGO,92123,Home Health Agency,0,32.80827,-117.129176,"(32.80827, -117.129176)"
080001742,Cornerstone Hospice,1461 E Cooley Dr,Colton,SAN BERNARDINO,92324,Hospice,0,34.054684,-117.304607,"(34.054684, -117.304607)"
080001743,Renaissance Home Health,3160 Camino Del Rio S,San Diego,SAN DIEGO,92108,Home Health Agency,0,32.772864,-117.126654,"(32.772864, -117.126654)"
080001747,Nightingale Home Care,4579 Maple Ave,La Mesa,SAN DIEGO,91941,Home Health Agency,0,32.761579,-117.029924,"(32.761579, -117.029924)"
080001748,Silverado Hospice,6400 Oak Cyn,Irvine,ORANGE,92618,Hospice,0,33.675941,-117.766257,"(33.675941, -117.766257)"
080001751,Glenbrook At La Costa Glen,1950 Calle Barcelona,Carlsbad,SAN DIEGO,92009,Skilled Nursing Facility,70,33.073059,-117.266056,"(33.073059, -117.266056)"
080001753,RAI - Harbor Boulevard - Garden Grove,12761 Harbor Blvd,Garden Grove,ORANGE,92840,Chronic Dialysis Clinic,26,33.777336,-117.915201,"(33.777336, -117.915201)"
080001754,Sunrise Hospice Care Corporation,5120 E La Palma Ave,Anaheim,ORANGE,92807,Hospice,0,33.859405,-117.806206,"(33.859405, -117.806206)"
080001755,Care Alternatives Of California,7344 Magnolia Ave,Riverside,RIVERSIDE,92504,Hospice,0,33.943075,-117.406381,"(33.943075, -117.406381)"
080001756,Pacific Hospice,1998 N Arrowhead Ave,San Bernardino,SAN BERNARDINO,92405,Hospice,0,34.13336,-117.28969,"(34.13336, -117.28969)"
080001758,Hospice Care Of The West,505 N Euclid St,Anaheim,ORANGE,92801,Hospice,0,33.838273,-117.941672,"(33.838273, -117.941672)"
080001759,New Haven Hospice Care,1700 E Lincoln Ave,Anaheim,ORANGE,92805,Hospice,0,33.840086,-117.893703,"(33.840086, -117.893703)"
080001762,Desert Home Care,"4343 Yaqui Pass Road, Suite B",BORREGO SPRINGS,SAN DIEGO,92004,Home Health Agency,0,33.19401,-116.330401,"(33.19401, -116.330401)"
080001763,Dependable Nursing Llc,5055 Avenida Encinas,Carlsbad,SAN DIEGO,92008,Home Health Agency,0,33.132117,-117.329754,"(33.132117, -117.329754)"
090000003,Magnolia Special Care Center,635 S Magnolia Ave,El Cajon,SAN DIEGO,92020,Skilled Nursing Facility,99,32.7887,-116.962282,"(32.7887, -116.962282)"
090000004,Mission Hills Health Care,4033 6th Ave,San Diego,SAN DIEGO,92103,Skilled Nursing Facility,96,32.750346,-117.158837,"(32.750346, -117.158837)"
090000005,Monte Vista Lodge,2211 Massachusetts Ave,Lemon Grove,SAN DIEGO,91945,Skilled Nursing Facility,21,32.730027,-117.042971,"(32.730027, -117.042971)"
090000006,Mount Miguel Covenant Village Health Facility,325 Kempton St,Spring Valley,SAN DIEGO,91977,Skilled Nursing Facility,90,32.703064,-117.001963,"(32.703064, -117.001963)"
090000009,Reo Vista Healthcare Center,6061 Banbury St,San Diego,SAN DIEGO,92139,Skilled Nursing Facility,162,32.671033,-117.060179,"(32.671033, -117.060179)"
090000010,Paradise Valley Health Care Center,2575 E 8th St,National City,SAN DIEGO,91950,Skilled Nursing Facility,86,32.683525,-117.079652,"(32.683525, -117.079652)"
090000011,Point Loma Convalescent Hospital,3202 Duke St,San Diego,SAN DIEGO,92110,Skilled Nursing Facility,133,32.752866,-117.218759,"(32.752866, -117.218759)"
090000013,Alvarado Hospital Medical Center,6655 Alvarado Rd,San Diego,SAN DIEGO,92120,General Acute Care Hospital,226,32.7772,-117.05715,"(32.7772, -117.05715)"
090000015,Imperial Heights Healthcare & Wellness Centre,320 Cattle Call Dr,Brawley,IMPERIAL,92227,Skilled Nursing Facility,99,32.970785,-115.546208,"(32.970785, -115.546208)"
090000016,Scripps Mercy Hospital - Chula Vista,435 H St,Chula Vista,SAN DIEGO,91910,General Acute Care Hospital,183,32.632925,-117.082773,"(32.632925, -117.082773)"
090000018,Edgemoor Hospital  Dp/snf,655 Park Center Dr,Santee,SAN DIEGO,92071,Skilled Nursing Facility,192,32.853519,-116.975394,"(32.853519, -116.975394)"
090000020,Eldorado Care Center Lp,510 E Washington Ave,El Cajon,SAN DIEGO,92020,Skilled Nursing Facility,256,32.787697,-116.95569,"(32.787697, -116.95569)"
090000021,Sharp Chula Vista Medical Center,751 Medical Center Ct,Chula Vista,SAN DIEGO,91911,General Acute Care Hospital,343,32.618253,-117.023598,"(32.618253, -117.023598)"
090000025,Scripps Mercy Hospital,4077 5th Ave,San Diego,SAN DIEGO,92103,General Acute Care Hospital,501,32.751186,-117.160894,"(32.751186, -117.160894)"
090000028,Villa Las Palmas Healthcare Center,622 S Anza St,El Cajon,SAN DIEGO,92020,Skilled Nursing Facility,151,32.789488,-116.948228,"(32.789488, -116.948228)"
090000029,Arroyo Vista Nursing Center,3022 45th St,San Diego,SAN DIEGO,92105,Skilled Nursing Facility,53,32.737226,-117.09781,"(32.737226, -117.09781)"
090000033,Sharp Coronado Hospital And Healthcare Center,250 Prospect Pl,Coronado,SAN DIEGO,92118,General Acute Care Hospital,181,32.694261,-117.167978,"(32.694261, -117.167978)"
090000034,Parkside Special Care Center,444 W Lexington Ave,El Cajon,SAN DIEGO,92020,Skilled Nursing Facility,52,32.792714,-116.967206,"(32.792714, -116.967206)"
090000039,Cloisters - Mission Hills,3680 Reynard Way,San Diego,SAN DIEGO,92103,Skilled Nursing Facility,75,32.744727,-117.171544,"(32.744727, -117.171544)"
090000040,El Centro Regional Medical Center,1415 Ross Ave,El Centro,IMPERIAL,92243,General Acute Care Hospital,161,32.781464,-115.56852,"(32.781464, -115.56852)"
090000041,Community Convalescent Hospital - La Mesa  Lp,8665 La Mesa Blvd,La Mesa,SAN DIEGO,91942,Skilled Nursing Facility,119,32.769429,-117.010789,"(32.769429, -117.010789)"
090000042,Windsor Gardens Convalescent Center - San Diego,220 E 24th St,National City,SAN DIEGO,91950,Skilled Nursing Facility,98,32.66273,-117.098883,"(32.66273, -117.098883)"
090000044,Bella Vista Health Center,7922 Palm St,Lemon Grove,SAN DIEGO,91945,Skilled Nursing Facility,99,32.734722,-117.028141,"(32.734722, -117.028141)"
090000046,University Care Center,5602 University Ave,San Diego,SAN DIEGO,92105,Skilled Nursing Facility,87,32.748143,-117.074222,"(32.748143, -117.074222)"
